formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C6H7N3O2	[M + H]+	C6H8N3O2+	Alkaloids	0.519	Small peptides	0.704	Aminoacids	0.650	Organic acids and derivatives	0.992	Carboxylic acids and derivatives	0.981	Amino acids, peptides, and analogues	0.708	Amino acids and derivatives	0.708	Amino acids	0.756	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Aminopyrimidines and derivatives; Pyrimidinecarboxylic acids and derivatives; Diazines; Pyrimidinecarboxylic acids; Amines; Primary amines; Imidolactams; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	154.061	560	603012105045305933	603010822527719389	432
2	C12H24N4	[M + H]+	C12H25N4+	Alkaloids	0.988	Ornithine alkaloids	0.932	Polyamines	0.972	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.982	Tertiary amines	0.569	Trialkylamines	0.620	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Dialkylamines; Trialkylamines; Amines; Secondary amines; Tertiary amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	225.207	563	603012120279018451	603010822695491554	433
1	C11H20N2O3	[M + H]+	C11H21N2O3+	Amino acids and Peptides	0.366	Small peptides	0.584	Aminoacids	0.384	Organic acids and derivatives	0.986	Carboxylic acids and derivatives	0.981	Amino acids, peptides, and analogues	0.729	Amino acids and derivatives	0.729	Amino acids and derivatives	0.729	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	229.155	575	603012108232977232	603010822863263719	434
1	C5H5N5O	[M + H]+	C5H6N5O+	Alkaloids	0.989	Pseudoalkaloids (transamidation)	0.909	Purine alkaloids	0.973	Organoheterocyclic compounds	0.999	Imidazopyrimidines	0.873	Purines and purine derivatives	0.634			Purines and purine derivatives	0.634	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	152.057	591	603012103401138473	603010823072978924	435
1	C10H13N5O5	[M + H]+	C10H14N5O5+	Carbohydrates	1.000	Nucleosides	1.000	Purine nucleosides	0.999	Nucleosides, nucleotides, and analogues	0.981	Purine nucleosides	0.957					Purine nucleosides	0.957	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Aminopyrimidines and derivatives; Diazines; Pentoses; 6-oxopurines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	284.099	591	603012104411965942	603010823265916913	436
1	C9H16N2O4	[M + H]+	C9H17N2O4+	Amino acids and Peptides	0.919	Small peptides	0.993	Dipeptides	0.698	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.975	Amino acids and derivatives	0.974	N-acyl-alpha amino acids	0.942	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	217.118	600	603012096568615530	603010823412717558	437
1	C11H20N2O3	[M + H]+	C11H21N2O3+	Amino acids and Peptides	0.718	Small peptides	0.928	Aminoacids	0.503	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.913	Amino acids and derivatives	0.912	Amino acids	0.725	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	229.155	605	603012119935085515	603010823672764416	439
1	C8H6	[M + H]+	C8H7+	Shikimates and Phenylpropanoids	0.248	Phenylpropanoids (C6-C3)	0.510	Cinnamic acids and derivatives	0.481	Benzenoids	0.977	Benzene and substituted derivatives	0.844					Benzene and substituted derivatives	0.844	Organic compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbons; Olefins; Cyclic olefins; Unsaturated hydrocarbons; Aromatic hydrocarbons; Chemical entities	103.054	611	603012103858317689	603010823798593541	440
1	C8H7N	[M + H]+	C8H8N+	Alkaloids	0.996	Tryptophan alkaloids	0.923	Simple indole alkaloids	0.873	Organoheterocyclic compounds	0.576	Indoles and derivatives	0.580					Indoles and derivatives	0.580	Organic compounds; Organoheterocyclic compounds; Indoles and derivatives; Organonitrogen compounds; Benzenoids; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	118.065	611	603012098430887322	603010823928616970	441
1	C10H17N3O2	[M + H]+	C10H18N3O2+	Alkaloids	0.438	Small peptides	0.238	Dipeptides	0.086	Organic acids and derivatives	0.781	Carboxylic acids and derivatives	0.750	Amino acids, peptides, and analogues	0.539	Amino acids and derivatives	0.537	Amino acids and derivatives	0.537	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Diazinanes; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	212.139	613	603012102490974333	603010824482265118	445
1	C9H11NO2	[M + H]+	C9H12NO2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.997	Amino acids and derivatives	0.997	Phenylalanine and derivatives	0.918	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	166.086	617	603012105544428176	603010824683591720	447
1	C9H20N2O2	[M + H]+	C9H21N2O2+	Alkaloids	0.545	Ornithine alkaloids	0.774	Polyamines	0.877	Organic acids and derivatives	0.748	Carboxylic acids and derivatives	0.693	Amino acids, peptides, and analogues	0.579	Amino acids and derivatives	0.576	Amino acids and derivatives	0.576	Organic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	189.160	616	603012100171523956	603010824775866413	448
1	C4H11NO2	[M + H]+	C4H12NO2+	Fatty acids	0.358	Ornithine alkaloids	0.050	Sphingoid bases	0.115	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.999	Alkanolamines	0.976	1,2-aminoalcohols	0.953	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Dialkylamines; Amines; Secondary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	106.087	629	603012090428151398	603010824972998711	451
1	C11H23N3O2	[M + H]+	C11H24N3O2+	Alkaloids	0.954	Ornithine alkaloids	0.992	Polyamines	0.995	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.967	Amino acids and derivatives	0.967	Amino acids and derivatives	0.967	Organic compounds; Amino acids, peptides, and analogues; Oxazinanes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Morpholines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Primary amines; Tertiary amines; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230.186	632	603012438421191728	603010825065273404	452
1	C7H17NO3	[M + H]+	C7H18NO3+	Fatty acids	0.315	Fatty amides	0.028	Sphingoid bases	0.034	Organic nitrogen compounds	0.999	Organonitrogen compounds	0.999	Amines	0.996	Alkanolamines	0.755	1,2-aminoalcohols	0.672	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dialkyl ethers; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	164.128	633	603012107985513269	603010825182713921	453
1	C5H11N	[M + H]+	C5H12N+	Alkaloids	0.939	Pseudoalkaloids (transamidation)	0.920	Acetate-derived alkaloids	0.985	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.936	Primary amines	0.687	Monoalkylamines	0.669	Organic compounds; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	86.097	643	603012446553947895	603010826612971635	464
1	C6H13NO2	[M + H]+	C6H14NO2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	Alpha amino acids	0.966	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	132.102	630	603012446356815576	603010826772355192	465
1	C7H15N3O2	[M + H]+	C7H16N3O2+	Amino acids and Peptides	0.685	Small peptides	0.866	Aminoacids	0.858	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.936	Amino acids and derivatives	0.935	Gamma amino acids and derivatives	0.947	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Straight chain fatty acids; Amino acids and derivatives; Guanidines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Gamma amino acids and derivatives; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	174.124	672	603012467915538924	603010827476998289	485
1	C9H7NO	[M + H]+	C9H8NO+	Alkaloids	0.997	Tryptophan alkaloids	0.950	Simple indole alkaloids	0.950	Organoheterocyclic compounds	0.999	Indoles and derivatives	0.970	Indoles	0.969			Indoles	0.969	Organic compounds; Organoheterocyclic compounds; Pyrroles; Aldehydes; Indoles and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Aryl-aldehydes; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	146.060	682	603012323585340768	603010827632187542	486
1	C10H9N	[M + H]+	C10H10N+	Alkaloids	0.840	Tryptophan alkaloids	0.821	Simple indole alkaloids	0.604	Benzenoids	0.994	Benzene and substituted derivatives	0.501					Benzene and substituted derivatives	0.501	Organic compounds; Organonitrogen compounds; Nitriles; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	144.081	683	603012317604262910	603010827766405275	487
1	C10H10N2	[M + H]+	C10H11N2+	Alkaloids	0.986	Tryptophan alkaloids	0.941	Simple indole alkaloids	0.921	Organoheterocyclic compounds	0.599	Indoles and derivatives	0.609	Indoles	0.564			Indoles	0.564	Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Organonitrogen compounds; Benzenoids; Amines; Indoles; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	159.092	683	603012439536876717	603010827934177440	488
1	C4H8N6O3	[M + H]+	C4H9N6O3+	Alkaloids	0.772	Pseudoalkaloids (transamidation)	0.742	Purine alkaloids	0.798	Organoheterocyclic compounds	0.995	Pteridines and derivatives	0.389	Pterins and derivatives	0.540			Pterins and derivatives	0.540	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Pterins and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Carboxylic acid derivatives; Diazines; Carbonyl compounds; Amines; Vinylogous amides; Acetamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	189.074	683	603012319453951060	603010828068395173	489
